,Edad,Género,Ingresos,Altura,Ciudad,Nivel_Educación,Hijos
98589,38,M,68067,1.72,Phoenix,None,0
98590,73,M,89446,1.76,Phoenix,Bachelor,2
98591,48,F,43594,1.82,Phoenix,Bachelor,3
98592,13,F,57066,1.57,New York,Bachelor,4
98593,15,M,59836,1.78,New York,PhD,2
98594,-1,,-1771,1.73,,Bachelors,-2
98595,76,F,56464,1.63,Phoenix,Master,0
98596,92,F,20119,1.96,New York,PhD,5
98597,55,F,88100,1.85,Houston,PhD,3
98598,90,F,41521,1.86,Houston,PhD,4
98599,91,F,84215,2.0,Phoenix,PhD,2
98600,58,F,42410,1.89,Houston,Master,4
98601,4,M,92245,1.66,New York,PhD,5
98602,88,M,45143,1.91,Phoenix,PhD,0
98603,23,F,23927,1.84,Houston,PhD,5
98604,38,F,71860,1.53,New York,PhD,5
98605,80,M,52674,1.61,Phoenix,None,5
98606,-10,,-1066,1.73,,mastre,-1
98607,10,F,39796,1.51,Houston,Master,0
98608,-7,,-1670,1.55,,no education,-3
98609,150,,-1967,1.59,,pHd,-4
98610,74,F,24397,1.63,New York,Bachelor,0
98611,-5,,-1444,1.8,,Bachelors,-5
98612,29,F,93637,1.87,Phoenix,Master,2
98613,39,M,30930,1.9,Houston,Bachelor,2
98614,93,F,88544,1.87,Los Angeles,Bachelor,1
98615,59,F,63621,1.54,Los Angeles,PhD,0
98616,83,F,88758,1.51,New York,None,2
98617,72,F,23089,1.87,Houston,Master,3
98618,99,M,38763,1.73,Houston,Master,2
98619,58,M,28254,1.77,Phoenix,None,5
98620,60,F,36431,1.84,Phoenix,Master,5
98621,54,F,45443,1.57,Los Angeles,None,3
98622,19,F,98057,1.52,New York,Master,5
98623,78,M,98557,1.76,Los Angeles,PhD,4
98624,61,M,77216,1.52,New York,Bachelor,3
98625,35,F,39359,1.93,Los Angeles,Bachelor,3
98626,96,M,79913,1.62,Phoenix,Master,4
98627,50,F,55864,1.58,Los Angeles,PhD,5
98628,57,F,36494,1.96,Houston,Master,5
98629,78,F,85304,1.86,Houston,PhD,4
98630,27,M,43649,1.72,Los Angeles,Master,1
98631,1,M,98657,1.5,Los Angeles,None,0
98632,89,F,85014,1.81,New York,PhD,4
98633,60,F,35773,1.85,Los Angeles,Bachelor,4
98634,19,F,72660,1.58,Phoenix,Bachelor,3
98635,16,F,44398,1.82,Los Angeles,PhD,2
98636,99,F,94216,1.79,Houston,Bachelor,2
98637,195,,-1689,1.82,,mastre,-2
98638,63,F,28846,1.75,Phoenix,Master,4
98639,71,M,92869,1.87,New York,Bachelor,3
98640,-10,,-1526,1.61,,mastre,-5
98641,10,M,46975,1.81,New York,None,0
98642,-8,,-1232,1.74,,no education,-1
98643,75,M,72833,1.52,Houston,PhD,0
98644,90,F,30628,1.51,Chicago,PhD,0
98645,87,F,58201,1.53,Los Angeles,Master,0
98646,18,M,39172,1.66,New York,None,3
98647,62,F,49961,1.59,Houston,None,0
98648,-2,,-1357,1.79,,pHd,-2
98649,4,M,95464,1.85,New York,Bachelor,4
98650,92,M,51346,1.85,Phoenix,PhD,3
98651,8,F,43099,1.72,Phoenix,None,4
98652,52,F,78832,1.53,Phoenix,Master,2
98653,175,,-1355,1.8,,no education,-4
98654,66,M,28497,1.63,Phoenix,PhD,3
98655,84,F,36527,1.89,New York,Master,0
98656,33,F,53458,1.83,Houston,PhD,2
98657,51,M,74068,1.82,Houston,Master,0
98658,180,,164362,1.68,,mastre,-1
98659,23,M,87370,1.58,New York,Bachelor,1
98660,69,F,67967,1.51,New York,Master,3
98661,64,F,79440,1.58,New York,PhD,3
98662,32,F,81961,1.55,New York,Bachelor,1
98663,39,M,78943,1.7,Houston,Bachelor,4
98664,47,M,92547,1.84,Los Angeles,Master,3
98665,85,M,48178,1.87,Los Angeles,Bachelor,3
98666,57,F,53747,1.98,Houston,Bachelor,2
98667,50,M,75429,1.53,New York,PhD,2
98668,195,,-1436,1.96,,mastre,-1
98669,87,F,72984,1.81,Los Angeles,Master,0
98670,47,F,97119,1.61,Phoenix,PhD,1
98671,66,F,63390,1.69,New York,Bachelor,0
98672,94,F,50644,1.73,Houston,Bachelor,2
98673,59,M,58415,1.84,Houston,None,5
98674,25,M,50092,1.53,Phoenix,None,2
98675,13,F,34943,1.84,Phoenix,None,5
98676,12,M,61648,1.51,Houston,Bachelor,4
98677,11,F,71678,1.74,Phoenix,Master,0
98678,174,,-1622,1.61,,Bachelors,-2
98679,47,F,38314,2.0,Houston,None,5
98680,37,M,98120,1.51,Houston,PhD,2
98681,94,F,60412,1.62,New York,None,4
98682,-8,,191306,1.86,,no education,-3
98683,24,M,35924,1.61,New York,Master,3
98684,41,F,60473,1.78,Los Angeles,Master,5
98685,72,F,41888,1.61,Chicago,None,2
98686,49,F,71994,1.98,Los Angeles,None,0
98687,61,F,91557,1.52,Houston,Master,1
98688,169,,-1813,1.53,,mastre,-5
98689,41,M,62399,1.56,Houston,PhD,2
98690,53,M,57326,1.82,New York,None,4
98691,38,F,81227,1.96,Phoenix,Master,1
98692,40,M,91101,1.64,New York,PhD,4
98693,29,F,25547,2.0,New York,Master,1
98694,16,F,45853,1.94,Phoenix,Master,3
98695,27,M,48432,1.87,Houston,Bachelor,0
98696,21,F,68682,1.56,Los Angeles,PhD,3
98697,69,M,38992,1.92,New York,None,1
98698,15,M,70861,1.66,Chicago,None,0
98699,96,F,56724,1.83,Houston,None,5
98700,48,F,97181,1.55,New York,Bachelor,1
98701,50,F,98144,1.65,Houston,PhD,2
98702,10,M,87830,1.56,Chicago,PhD,0
98703,26,M,34965,1.6,New York,PhD,2
98704,54,M,89634,1.59,New York,Master,0
98705,65,F,91025,1.56,Chicago,Bachelor,1
98706,156,,186948,1.73,,pHd,-2
98707,29,M,37064,1.85,Phoenix,Master,2
98708,31,F,95836,1.85,Chicago,None,0
98709,85,F,43618,1.92,Phoenix,None,3
98710,93,M,97154,1.72,Los Angeles,PhD,1
98711,19,F,21045,1.69,Chicago,None,0
98712,80,F,61039,1.67,New York,None,4
98713,91,F,99800,1.8,Houston,None,2
98714,5,F,33148,1.55,Phoenix,PhD,3
98715,91,M,25940,1.66,Houston,PhD,1
98716,38,M,21112,1.62,Phoenix,PhD,4
98717,56,F,79050,1.86,New York,PhD,0
98718,1,F,79353,1.65,New York,Master,3
98719,67,M,41772,1.73,Chicago,None,2
98720,38,M,27755,1.86,Chicago,PhD,1
98721,50,M,93074,1.61,Los Angeles,Bachelor,2
98722,88,F,43130,1.76,Chicago,PhD,1
98723,86,M,96332,1.82,Houston,Master,2
98724,57,F,86263,1.73,New York,PhD,2
98725,39,M,85760,1.64,Chicago,None,5
98726,-4,,-1530,1.96,,mastre,-2
98727,61,M,73061,1.67,Los Angeles,None,4
98728,18,M,81030,1.51,Houston,PhD,4
98729,37,M,44678,1.67,Los Angeles,Bachelor,0
98730,100,M,92210,1.7,Houston,Bachelor,1
98731,68,F,45744,1.63,Houston,PhD,1
98732,6,M,72250,1.73,New York,Master,2
98733,98,M,32528,1.58,Chicago,Master,2
98734,-1,,170086,1.83,,pHd,-1
98735,14,F,80313,1.62,Chicago,PhD,3
98736,66,F,60400,1.97,New York,Bachelor,5
98737,62,F,44678,1.56,Chicago,Bachelor,4
98738,80,F,69630,1.75,Los Angeles,None,1
98739,80,M,90668,1.55,Phoenix,None,0
98740,78,F,24890,1.62,Los Angeles,Bachelor,0
98741,62,M,36839,1.66,Phoenix,None,2
98742,14,M,40967,1.53,Chicago,Bachelor,2
98743,63,M,98213,1.71,Los Angeles,Master,2
98744,78,F,76442,1.82,New York,Master,1
98745,3,F,44179,1.97,New York,None,1
98746,70,F,36253,1.57,Chicago,Bachelor,4
98747,33,F,40337,1.83,Phoenix,None,2
98748,180,,-1876,1.94,,mastre,-3
98749,11,M,95913,1.7,New York,PhD,2
98750,41,M,63641,1.77,Chicago,PhD,5
98751,90,M,77894,1.64,Phoenix,None,4
98752,21,M,39814,1.65,Phoenix,None,4
98753,63,M,60531,1.68,Chicago,PhD,5
98754,58,M,50851,1.69,Houston,None,2
98755,90,M,68475,1.83,Chicago,Master,0
98756,14,M,98057,1.77,Phoenix,None,0
98757,10,F,93721,1.76,Houston,Bachelor,3
98758,46,F,39265,1.81,Los Angeles,Bachelor,3
98759,-1,,-1431,1.62,,no education,-4
98760,21,M,59419,1.96,Los Angeles,PhD,1
98761,64,F,56464,1.71,Phoenix,Bachelor,4
98762,42,F,27883,1.51,New York,Bachelor,2
98763,90,M,49243,1.88,Los Angeles,Bachelor,5
98764,2,F,32463,1.59,Phoenix,PhD,1
98765,60,F,30210,1.87,Chicago,Master,3
98766,82,F,20680,1.7,Houston,Master,0
98767,195,,-1566,1.8,,Bachelors,-1
98768,27,F,67151,1.94,New York,Master,0
98769,97,F,50847,1.84,Houston,Master,4
98770,55,M,86649,1.61,Phoenix,Master,5
98771,11,M,26071,1.82,Houston,PhD,4
98772,31,M,30324,1.88,Chicago,PhD,4
98773,24,F,25339,1.57,New York,PhD,2
98774,5,M,63188,1.88,Chicago,PhD,3
98775,39,F,65016,1.51,New York,PhD,3
98776,8,F,28049,1.91,Phoenix,None,3
98777,51,M,62038,1.64,Houston,Master,3
98778,173,,162402,1.78,,mastre,-5
98779,154,,-1561,2.0,,no education,-2
98780,21,M,36804,1.69,Los Angeles,Master,4
98781,22,F,22137,1.88,Los Angeles,PhD,4
98782,25,F,82244,1.54,Houston,PhD,2
98783,50,F,21937,1.66,Phoenix,None,5
98784,23,M,76684,1.54,New York,PhD,4
98785,83,F,55967,1.83,Los Angeles,Master,3
98786,65,F,42334,1.52,Chicago,Bachelor,3
98787,13,F,70110,1.91,Los Angeles,Bachelor,2
98788,83,M,83533,1.95,Phoenix,Bachelor,0
98789,92,M,64327,1.66,Houston,Master,0
98790,95,M,87551,1.82,Houston,Master,5
98791,75,M,26802,1.85,Phoenix,Master,5
98792,59,M,29757,1.59,Houston,None,1
98793,73,F,97727,1.6,Chicago,Bachelor,1
98794,80,F,22668,1.6,Chicago,Bachelor,2
98795,11,F,27250,1.51,Houston,Master,3
98796,14,M,75791,1.73,Los Angeles,None,4
98797,11,F,52558,1.67,Houston,PhD,5
98798,28,M,25023,1.59,Chicago,PhD,0
98799,4,M,79868,1.57,Phoenix,Master,2
98800,61,M,20896,1.91,Chicago,PhD,4
98801,30,M,39117,1.66,Los Angeles,Master,2
98802,54,M,64834,1.7,Houston,PhD,5
98803,50,F,54143,1.65,Chicago,None,2
98804,12,M,54797,1.94,Houston,None,1
98805,97,F,77745,1.96,Houston,None,0
98806,100,F,77064,1.76,Los Angeles,Bachelor,4
98807,77,M,67208,1.54,Chicago,None,4
98808,91,F,83037,1.78,Los Angeles,Master,0
98809,-6,,-1221,1.95,,Bachelors,-2
98810,59,F,48049,1.62,New York,None,0
98811,15,M,27601,1.71,New York,Bachelor,2
98812,75,F,81127,1.85,New York,None,5
98813,57,M,51701,1.84,New York,Bachelor,0
98814,76,F,43079,1.57,Phoenix,Bachelor,2
98815,56,M,93837,1.6,Phoenix,PhD,4
98816,77,M,26816,1.75,Phoenix,Master,2
98817,57,M,85143,1.92,Houston,Master,3
98818,166,,166329,1.89,,mastre,-2
98819,-2,,195053,1.78,,mastre,-4
98820,186,,168399,1.99,,no education,-4
98821,23,M,85847,1.94,New York,Master,2
98822,52,F,65424,1.9,Phoenix,None,3
98823,-10,,-1594,1.79,,Bachelors,-3
98824,63,F,78289,1.85,Los Angeles,PhD,1
98825,13,M,99661,1.59,New York,Bachelor,4
98826,97,F,73037,1.97,New York,Bachelor,5
98827,35,M,31836,1.69,Phoenix,Master,3
98828,9,M,47774,1.54,Los Angeles,Bachelor,3
98829,56,M,98125,1.83,Chicago,None,5
98830,70,M,54390,1.64,Phoenix,Master,3
98831,159,,-1625,1.7,,pHd,-5
98832,150,,-1411,1.7,,Bachelors,-1
98833,85,F,75366,1.96,Houston,Bachelor,0
98834,89,M,87882,1.55,Chicago,Master,3
98835,47,M,86098,1.84,Phoenix,Master,3
98836,-7,,166867,1.83,,mastre,-4
98837,64,M,80790,1.71,New York,Bachelor,0
98838,6,F,28962,1.99,Los Angeles,Master,4
98839,7,F,24816,1.54,Los Angeles,None,3
98840,57,F,80162,1.85,Houston,None,2
98841,28,M,58571,1.94,New York,PhD,5
98842,21,F,94988,1.61,New York,PhD,3
98843,15,F,44209,1.89,Houston,None,5
98844,18,F,39782,1.77,Los Angeles,Master,1
98845,-4,,-1822,1.71,,no education,-2
98846,10,M,47777,1.99,Houston,PhD,5
98847,86,M,64847,1.7,Chicago,Bachelor,4
98848,93,M,41430,1.68,New York,Bachelor,0
98849,18,F,89764,1.87,Phoenix,None,0
98850,196,,-1193,1.89,,pHd,-2
98851,46,F,75949,1.51,Chicago,PhD,4
98852,16,F,82407,1.67,Phoenix,PhD,3
98853,99,M,71550,1.9,Phoenix,Bachelor,1
98854,80,F,61484,1.79,Los Angeles,Master,3
98855,57,M,66310,1.58,Chicago,Bachelor,4
98856,84,F,79647,1.93,Chicago,PhD,5
98857,154,,-1559,1.74,,mastre,-1
98858,78,M,83651,1.65,New York,PhD,1
98859,52,M,58224,1.79,Los Angeles,Bachelor,2
98860,97,F,93361,1.63,Phoenix,None,0
98861,20,F,51340,1.57,New York,PhD,2
98862,59,F,99461,1.93,Phoenix,Master,4
98863,169,,183959,1.96,,mastre,-3
98864,-4,,154306,1.97,,pHd,-5
98865,55,M,87618,1.7,Phoenix,Bachelor,1
98866,61,F,83770,1.98,Phoenix,Master,2
98867,27,M,60778,1.54,Houston,Bachelor,5
98868,33,M,59274,1.9,Los Angeles,None,1
98869,73,M,28714,1.51,Houston,Master,1
98870,80,F,75700,1.74,New York,Master,5
98871,161,,175744,1.78,,Bachelors,-1
98872,71,M,71930,1.68,Chicago,Master,2
98873,34,M,70685,1.95,Houston,None,1
98874,19,M,90727,1.79,Houston,Bachelor,1
98875,56,M,80934,1.99,New York,Master,3
98876,63,M,48556,1.54,Chicago,PhD,3
98877,67,M,96047,1.83,Los Angeles,Bachelor,2
98878,54,F,45163,1.67,Phoenix,Bachelor,2
98879,95,M,66477,1.93,New York,Master,0
98880,12,M,35420,2.0,Phoenix,PhD,4
98881,165,,152134,1.94,,Bachelors,-2
98882,65,F,26551,1.73,Los Angeles,PhD,4
98883,36,M,52843,1.91,New York,Master,3
98884,2,F,23662,1.61,New York,Master,3
98885,42,F,29597,1.51,New York,Master,4
98886,39,F,22238,1.93,Houston,PhD,4
98887,70,F,65605,1.99,Los Angeles,None,3
98888,45,F,51257,1.85,Phoenix,Bachelor,2
98889,84,F,81541,1.82,New York,PhD,5
98890,-7,,-1815,1.86,,mastre,-2
98891,17,M,73015,1.58,New York,Master,4
98892,3,F,69543,1.97,Houston,None,5
98893,53,F,87006,1.84,Phoenix,Master,1
98894,14,F,43427,1.8,Chicago,Bachelor,1
98895,-5,,-1170,1.99,,pHd,-1
98896,95,M,36905,1.81,Chicago,Master,1
98897,185,,-1619,1.82,,no education,-3
98898,66,F,28940,1.96,Houston,Master,5
98899,61,F,66249,1.9,Los Angeles,None,0
98900,32,F,84016,1.87,Phoenix,Bachelor,1
98901,61,F,36114,1.81,Chicago,PhD,5
98902,2,F,56053,1.99,Houston,Bachelor,0
98903,14,M,26172,1.62,Los Angeles,PhD,3
98904,35,M,86159,1.54,Houston,PhD,1
98905,35,F,79494,1.91,Phoenix,Bachelor,1
98906,80,M,55895,1.7,Phoenix,None,4
98907,87,M,54466,1.67,Chicago,PhD,4
98908,65,M,79766,1.8,Phoenix,None,1
98909,59,M,91728,1.51,Phoenix,None,5
98910,62,F,60462,1.94,Los Angeles,PhD,4
98911,13,F,21544,1.91,Chicago,PhD,2
98912,174,,159864,1.66,,pHd,-1
98913,89,F,82964,1.82,Los Angeles,Master,1
98914,47,F,49169,1.85,New York,None,5
98915,68,F,76758,1.78,Houston,Master,1
98916,83,F,36859,1.79,Phoenix,Bachelor,2
98917,78,F,37811,2.0,Chicago,PhD,4
98918,96,F,89539,1.59,Phoenix,PhD,4
98919,17,F,30827,1.9,Houston,Master,0
98920,98,M,80024,1.7,Chicago,None,2
98921,64,F,29498,1.75,Chicago,Bachelor,3
98922,72,F,84134,1.81,Chicago,Bachelor,4
98923,13,F,39931,1.56,Los Angeles,Master,5
98924,167,,184633,1.96,,pHd,-2
98925,19,M,44724,1.64,Los Angeles,None,0
98926,88,M,45087,1.79,Phoenix,None,4
98927,46,F,85517,1.79,Chicago,Bachelor,4
98928,77,M,93889,1.62,Chicago,Master,4
98929,65,F,55772,1.87,Los Angeles,None,3
98930,30,M,52149,1.55,Houston,Bachelor,5
98931,28,F,71026,1.88,Phoenix,PhD,0
98932,92,M,97208,1.5,New York,None,3
98933,73,F,95313,1.51,Chicago,Bachelor,2
98934,88,M,51090,1.61,New York,None,4
98935,73,M,35859,1.68,Los Angeles,PhD,4
98936,10,M,27740,1.79,Los Angeles,None,1
98937,76,F,95323,1.69,Phoenix,Bachelor,4
98938,63,M,91627,1.62,Phoenix,Master,1
98939,93,M,96448,1.55,Houston,Bachelor,2
98940,86,M,97202,1.77,New York,Master,4
98941,75,F,24441,1.69,New York,Bachelor,2
98942,28,M,34724,1.87,Houston,Master,4
98943,54,M,98028,1.52,New York,PhD,1
98944,65,F,75447,1.93,Los Angeles,PhD,3
98945,54,F,24995,1.69,New York,Master,5
98946,35,M,95938,1.99,Los Angeles,Bachelor,2
98947,21,F,99147,1.79,Los Angeles,None,0
98948,-9,,-1352,1.79,,no education,-5
98949,41,M,29688,1.53,Phoenix,None,2
98950,9,M,68601,1.74,Los Angeles,PhD,5
98951,11,M,33724,1.88,Houston,Bachelor,4
98952,94,F,91806,2.0,Los Angeles,Master,0
98953,18,M,46175,1.74,Phoenix,Master,0
98954,91,M,56442,1.58,Houston,Bachelor,1
98955,51,F,73089,1.95,New York,None,2
98956,9,M,82708,1.65,Houston,None,1
98957,1,F,70914,1.89,Los Angeles,Bachelor,3
98958,76,F,58907,1.67,New York,Bachelor,5
98959,94,M,34348,1.81,New York,Bachelor,0
98960,152,,-1758,1.69,,Bachelors,-3
98961,93,F,36332,1.89,Phoenix,PhD,1
98962,18,M,92466,1.78,Houston,PhD,5
98963,68,M,74884,1.78,Phoenix,Master,4
98964,92,F,73798,1.54,New York,Bachelor,5
98965,20,M,52344,1.5,Phoenix,PhD,0
98966,62,F,91969,1.61,Phoenix,PhD,3
98967,63,M,49323,1.71,Chicago,PhD,0
98968,41,M,59066,1.53,Houston,None,5
98969,49,F,71835,1.67,New York,Master,3
98970,85,M,24613,1.97,New York,Master,1
98971,45,F,99569,2.0,Phoenix,PhD,2
98972,25,F,52958,1.63,Houston,PhD,2
98973,78,F,20262,1.6,Chicago,Bachelor,2
98974,73,F,55035,1.97,Houston,Bachelor,5
98975,72,F,58037,1.74,Houston,Bachelor,0
98976,90,F,72310,1.59,New York,PhD,1
98977,28,M,67365,1.68,New York,PhD,0
98978,63,M,48485,1.78,Los Angeles,None,2
98979,55,M,28528,1.74,Los Angeles,None,4
98980,92,M,56040,1.93,Phoenix,Master,1
98981,81,F,84101,1.77,Phoenix,None,3
98982,81,M,27715,1.83,Phoenix,PhD,4
98983,60,F,52583,1.63,Phoenix,Bachelor,2
98984,30,F,27769,1.64,Chicago,PhD,5
98985,21,M,37228,1.84,Chicago,Master,4
98986,54,F,86824,1.59,Phoenix,Bachelor,2
98987,97,M,86161,1.99,Phoenix,PhD,4
98988,40,F,83010,1.78,Houston,Bachelor,5
98989,21,F,91221,1.97,New York,Master,5
98990,56,M,26897,1.58,Chicago,None,1
98991,85,M,79864,1.66,Los Angeles,PhD,3
98992,54,F,43839,1.58,Phoenix,Master,2
98993,99,M,42900,1.88,Los Angeles,None,0
98994,58,M,62257,1.6,Phoenix,Master,2
98995,57,F,33706,1.93,Chicago,None,5
98996,28,M,28135,1.65,Los Angeles,Master,5
98997,4,F,69456,1.89,Houston,Master,0
98998,12,F,24572,1.85,Los Angeles,Master,4
98999,34,F,64438,1.78,New York,None,1
99000,18,M,26161,1.81,Houston,None,1
99001,26,M,84243,1.88,Houston,PhD,4
99002,178,,159251,1.76,,Bachelors,-2
99003,85,M,83955,1.7,Los Angeles,PhD,0
99004,18,F,66399,1.53,New York,None,0
99005,63,M,33081,1.71,New York,PhD,0
99006,87,M,35669,1.94,Houston,None,1
99007,79,M,50028,1.72,Houston,PhD,4
99008,87,M,87070,1.62,Los Angeles,Bachelor,3
99009,35,M,90758,1.92,Chicago,Master,3
99010,-6,,-1293,1.93,,mastre,-4
99011,37,M,39234,1.92,Chicago,Master,5
99012,5,F,91584,1.95,Chicago,PhD,5
99013,59,M,49179,1.7,New York,None,2
99014,10,M,55900,1.66,Phoenix,Bachelor,4
99015,90,F,53915,1.76,Chicago,Master,1
99016,-9,,199016,1.94,,mastre,-1
99017,96,M,82757,1.71,Los Angeles,Bachelor,5
99018,52,M,63469,1.69,Los Angeles,Bachelor,2
99019,19,F,22982,1.89,Los Angeles,PhD,0
99020,99,M,94275,1.91,Los Angeles,None,5
99021,93,F,46797,1.65,Houston,None,4
99022,63,M,64809,1.96,Chicago,PhD,1
99023,52,F,42324,1.76,Houston,None,4
99024,56,M,26540,1.85,Chicago,None,3
99025,34,M,67562,1.95,Phoenix,Bachelor,1
99026,62,M,36068,1.67,Chicago,None,0
99027,68,M,74014,1.6,New York,PhD,0
99028,92,F,48067,1.58,Los Angeles,Bachelor,2
99029,184,,192813,1.7,,pHd,-2
99030,40,M,35415,1.66,Los Angeles,Bachelor,1
99031,67,M,42684,1.84,Phoenix,Master,3
99032,56,F,47092,1.84,New York,Master,3
99033,4,M,65275,1.7,Phoenix,Bachelor,1
99034,83,M,32119,1.96,Chicago,PhD,1
99035,41,F,64303,1.68,New York,None,0
99036,50,F,25372,1.79,New York,Master,4
99037,33,F,41973,1.55,Los Angeles,Master,0
99038,16,M,72971,1.93,Phoenix,Master,0
99039,30,F,39614,1.55,Phoenix,None,4
99040,-2,,195472,1.68,,Bachelors,-1
99041,91,F,31794,1.73,Chicago,Master,0
99042,3,M,23858,1.66,Houston,Master,1
99043,52,F,69325,1.93,Los Angeles,Master,0
99044,52,F,56631,1.99,Houston,None,3
99045,152,,-1630,1.89,,no education,-1
99046,100,F,22956,1.56,Houston,Bachelor,1
99047,6,M,83421,1.79,New York,None,3
99048,93,F,49938,1.96,Los Angeles,PhD,3
99049,20,F,37562,1.71,New York,Master,1
99050,79,M,21472,1.64,Los Angeles,PhD,4
99051,90,M,95269,1.87,Chicago,Bachelor,1
99052,64,F,64761,1.72,Houston,Bachelor,4
99053,-7,,-1759,1.9,,Bachelors,-2
99054,79,M,42495,1.82,Chicago,Bachelor,3
99055,39,M,45580,1.87,Chicago,Master,4
99056,43,F,52785,1.58,Los Angeles,Bachelor,1
99057,16,F,81079,1.88,Phoenix,None,4
99058,26,M,85893,1.68,Chicago,Bachelor,0
99059,-3,,177477,1.94,,mastre,-4
99060,46,F,27707,1.73,Phoenix,Bachelor,0
99061,53,M,36316,1.96,Houston,PhD,1
99062,1,F,74273,1.73,Houston,Bachelor,4
99063,77,M,23047,1.79,Houston,Bachelor,2
99064,76,F,56541,1.52,Phoenix,PhD,1
99065,175,,-1022,1.68,,no education,-1
99066,10,F,97374,1.79,Los Angeles,None,1
99067,85,F,58496,1.62,Chicago,Master,2
99068,34,M,26897,1.97,Los Angeles,Bachelor,3
99069,67,F,62512,1.92,New York,Master,0
99070,2,M,84281,1.81,Chicago,Bachelor,2
99071,52,M,24811,1.8,Los Angeles,Bachelor,0
99072,71,M,98616,1.56,Phoenix,None,0
99073,10,M,72012,1.96,Phoenix,None,5
99074,8,M,98095,1.76,New York,PhD,4
99075,55,M,61141,1.82,Chicago,Master,0
99076,81,M,31376,1.61,Chicago,Master,4
99077,44,M,27836,1.78,Chicago,Master,5
99078,76,F,25668,1.85,Phoenix,PhD,3
99079,96,M,39972,1.79,Chicago,Bachelor,1
99080,182,,-1022,1.72,,no education,-1
99081,88,M,66417,1.51,Los Angeles,Bachelor,3
99082,1,F,70083,1.75,Phoenix,Master,4
99083,27,M,84346,1.64,New York,Bachelor,0
99084,83,F,22659,1.7,Phoenix,None,2
99085,155,,188806,1.83,,pHd,-2
99086,28,F,51655,1.91,Phoenix,None,0
99087,88,F,73547,1.67,Los Angeles,Bachelor,0
99088,19,M,24351,1.72,Los Angeles,Master,2
99089,56,M,26073,1.76,Chicago,Master,4
99090,22,F,48793,1.92,Los Angeles,PhD,5
99091,30,F,72251,1.66,Los Angeles,None,0
99092,-8,,-1998,1.96,,Bachelors,-3
99093,42,F,94543,1.68,Houston,Bachelor,0
99094,3,M,87990,1.58,Chicago,PhD,1
99095,-4,,-1144,1.72,,mastre,-2
99096,95,M,95636,1.83,Houston,None,3
99097,81,F,65475,1.66,Phoenix,None,3
99098,38,M,39588,1.63,Phoenix,Bachelor,2
99099,27,F,44602,1.86,Houston,Master,5
99100,20,F,20050,1.99,Chicago,PhD,0
99101,24,M,76009,1.73,Phoenix,None,2
99102,93,F,35156,1.92,Los Angeles,Master,1
99103,54,F,31333,1.82,New York,PhD,0
99104,2,F,62725,1.64,New York,Master,2
99105,21,M,47223,1.98,New York,None,0
99106,62,M,31682,1.96,New York,Master,5
99107,72,F,85763,1.91,Houston,PhD,3
99108,36,F,24553,1.99,New York,Bachelor,2
99109,50,M,50234,1.88,Phoenix,Master,3
99110,90,F,20356,1.7,Houston,Bachelor,5
99111,24,M,94227,1.91,Houston,Bachelor,2
99112,37,F,72668,1.87,Houston,None,1
99113,8,F,96615,1.58,Los Angeles,PhD,1
99114,49,F,59728,1.6,Chicago,Master,5
99115,89,F,71282,1.76,Houston,PhD,5
99116,151,,173327,1.92,,Bachelors,-1
99117,27,F,75740,1.6,Los Angeles,Bachelor,4
99118,58,M,96858,1.62,Chicago,Master,2
99119,150,,161658,1.91,,no education,-4
99120,77,F,24786,1.91,Chicago,Master,2
99121,96,F,93731,1.93,Chicago,Master,1
99122,-9,,159596,1.89,,pHd,-1
99123,92,F,60391,1.55,Los Angeles,PhD,0
99124,46,M,73036,1.99,Chicago,Bachelor,5
99125,68,F,46549,1.73,New York,None,0
99126,62,F,77157,1.54,Los Angeles,None,3
99127,90,M,30743,1.58,Houston,PhD,2
99128,7,M,38568,1.55,Chicago,Master,4
99129,19,F,42242,1.59,New York,Bachelor,2
99130,28,F,73562,1.8,Chicago,PhD,0
99131,97,M,68200,1.87,Phoenix,None,2
99132,3,F,55808,1.52,Phoenix,Master,4
99133,61,M,57403,1.96,Los Angeles,PhD,4
99134,82,M,57424,1.84,Houston,PhD,2
99135,9,M,73976,1.86,Chicago,Bachelor,2
99136,6,F,27879,1.7,Houston,PhD,3
99137,96,M,42152,1.66,Phoenix,Master,5
99138,-5,,-1865,1.89,,mastre,-1
99139,49,F,61883,2.0,Phoenix,Bachelor,2
99140,40,F,60865,1.82,Chicago,Master,0
99141,6,F,35087,1.67,Houston,None,3
99142,95,F,31351,1.86,Chicago,Bachelor,2
99143,3,M,37752,1.62,Houston,Master,0
99144,53,M,99348,1.86,Los Angeles,Master,1
99145,58,M,69724,1.83,New York,None,0
99146,40,F,34604,1.78,Houston,Master,3
99147,14,M,78859,1.88,Chicago,PhD,0
99148,48,M,44522,2.0,New York,Bachelor,5
99149,68,M,99975,1.94,Los Angeles,Master,0
99150,50,F,39810,1.59,Chicago,Bachelor,5
99151,64,F,34453,1.55,New York,None,5
99152,79,M,57546,1.69,Los Angeles,None,1
99153,41,M,46007,1.8,Chicago,Master,3
99154,87,M,86476,1.86,New York,Bachelor,5
99155,17,F,59917,1.69,Chicago,None,1
99156,-4,,-1628,1.69,,Bachelors,-2
99157,178,,159497,1.59,,pHd,-1
99158,3,F,20608,1.81,Phoenix,None,1
